0	1	0.371958
0.0314159	0.999014	0
0.0628319	0.997044	-0.031385
0.0942478	0.994093	-0.062708
0.125664	0.990164	-0.0939384
0.15708	0.985264	-0.125045
0.188496	0.979396	-0.155998
0.219911	0.972569	-0.186767
0.251327	0.964789	-0.217321
0.282743	0.956066	-0.247631
0.314159	0.946409	-0.277666
0.345575	0.935828	-0.307399
0.376991	0.924335	-0.336799
0.408407	0.911942	-0.365838
0.439823	0.898662	-0.394487
0.471239	0.884509	-0.422719
0.502655	0.869497	-0.450507
0.534071	0.853643	-0.477823
0.565487	0.836964	-0.504641
0.596903	0.819475	-0.530935
0.628319	0.801196	-0.55668
0.659734	0.782144	-0.58185
0.69115	0.762341	-0.606422
0.722566	0.741805	-0.630371
0.753982	0.720558	-0.653676
0.785398	0.698621	-0.676313
0.816814	0.676018	-0.698261
0.84823	0.65277	-0.719498
0.879646	0.628901	-0.740006
0.911062	0.604436	-0.759763
0.942478	0.579399	-0.778752
0.973894	0.553815	-0.796955
1.00531	0.527711	-0.814353
1.03673	0.501112	-0.830932
1.06814	0.474045	-0.846675
1.09956	0.446537	-0.861567
1.13097	0.418616	-0.875595
1.16239	0.39031	-0.888747
1.19381	0.361647	-0.901009
1.22522	0.332656	-0.91237
1.25664	0.303365	-0.922821
1.28805	0.273804	-0.932351
1.31947	0.244003	-0.940953
1.35088	0.21399	-0.948619
1.3823	0.183795	-0.955341
1.41372	0.15345	-0.961115
1.44513	0.122982	-0.965936
1.47655	0.092424	-0.9698
1.50796	0.0618046	-0.972703
1.53938	0.0311545	-0.974645
1.5708	0.000503884	-0.975624
1.60221	-0.030117	-0.97564
1.63363	-0.060678	-0.974693
1.66504	-0.0911491	-0.972787
1.69646	-0.1215	-0.969924
1.72788	-0.151702	-0.966107
1.75929	-0.181724	-0.961341
1.79071	-0.211537	-0.955632
1.82212	-0.241112	-0.948986
1.85354	-0.270421	-0.941411
1.88496	-0.299434	-0.932916
1.91637	-0.328123	-0.923509
1.94779	-0.35646	-0.913201
1.9792	-0.384418	-0.902002
2.01062	-0.411969	-0.889925
2.04204	-0.439087	-0.876983
2.07345	-0.465745	-0.863189
2.10487	-0.491918	-0.848557
2.13628	-0.51758	-0.833103
2.1677	-0.542706	-0.816842
2.19911	-0.567272	-0.799793
2.23053	-0.591255	-0.781971
2.26195	-0.614631	-0.763397
2.29336	-0.637378	-0.744087
2.32478	-0.659475	-0.724064
2.35619	-0.680899	-0.703346
2.38761	-0.701631	-0.681955
2.41903	-0.72165	-0.659912
2.45044	-0.740938	-0.637241
2.48186	-0.759477	-0.613964
2.51327	-0.777248	-0.590104
2.54469	-0.794236	-0.565686
2.57611	-0.810424	-0.540734
2.60752	-0.825797	-0.515274
2.63894	-0.84034	-0.489331
2.67035	-0.854041	-0.462931
2.70177	-0.866886	-0.4361
2.73319	-0.878863	-0.408866
2.7646	-0.889962	-0.381256
2.79602	-0.900173	-0.353297
2.82743	-0.909486	-0.325017
2.85885	-0.917893	-0.296445
2.89027	-0.925387	-0.267608
2.92168	-0.931961	-0.238537
2.9531	-0.93761	-0.209258
2.98451	-0.942328	-0.179802
3.01593	-0.946113	-0.150198
3.04734	-0.948961	-0.120475
3.07876	-0.950871	-0.0906627
3.11018	-0.951842	-0.0607902
3.14159	-0.951872	-0.0308872
3.17301	-0.950965	-0.000983219
3.20442	-0.94912	0.0288922
3.23584	-0.946342	0.0587097
3.26726	-0.942633	0.0884399
3.29867	-0.937999	0.118054
3.33009	-0.932444	0.147522
3.3615	-0.925975	0.176815
3.39292	-0.9186	0.205906
3.42434	-0.910326	0.234764
3.45575	-0.901163	0.263363
3.48717	-0.89112	0.291674
3.51858	-0.880209	0.319669
3.55	-0.86844	0.347322
3.58142	-0.855827	0.374605
3.61283	-0.842382	0.401491
3.64425	-0.82812	0.427956
3.67566	-0.813056	0.453972
3.70708	-0.797205	0.479515
3.7385	-0.780583	0.50456
3.76991	-0.763208	0.529082
3.80133	-0.745098	0.553059
3.83274	-0.726271	0.576467
3.86416	-0.706746	0.599284
3.89557	-0.686544	0.621487
3.92699	-0.665685	0.643055
3.95841	-0.64419	0.663968
3.98982	-0.622081	0.684206
4.02124	-0.599381	0.703749
4.05265	-0.576111	0.722579
4.08407	-0.552297	0.740678
4.11549	-0.527962	0.758029
4.1469	-0.50313	0.774616
4.17832	-0.477827	0.790422
4.20973	-0.452077	0.805433
4.24115	-0.425907	0.819636
4.27257	-0.399343	0.833016
4.30398	-0.372411	0.845562
4.3354	-0.345139	0.857262
4.36681	-0.317553	0.868104
4.39823	-0.289682	0.878081
4.42965	-0.261552	0.887181
4.46106	-0.233192	0.895398
4.49248	-0.20463	0.902724
4.52389	-0.175895	0.909153
4.55531	-0.147014	0.914679
4.58673	-0.118017	0.919297
4.61814	-0.0889323	0.923005
4.64956	-0.0597884	0.925799
4.68097	-0.0306144	0.927677
4.71239	-0.0014389	0.928639
4.7438	0.0277092	0.928684
4.77522	0.0568013	0.927814
4.80664	0.0858087	0.926029
4.83805	0.114703	0.923333
4.86947	0.143455	0.91973
4.90088	0.172038	0.915223
4.9323	0.200423	0.909818
4.96372	0.228583	0.903522
4.99513	0.256489	0.896341
5.02655	0.284115	0.888283
5.05796	0.311433	0.879357
5.08938	0.338417	0.869573
5.1208	0.365042	0.858941
5.15221	0.39128	0.847473
5.18363	0.417106	0.835181
5.21504	0.442496	0.822077
5.24646	0.467424	0.808176
5.27788	0.491867	0.793491
5.30929	0.5158	0.778039
5.34071	0.539202	0.761834
5.37212	0.562049	0.744895
5.40354	0.584319	0.727238
5.43496	0.605991	0.708881
5.46637	0.627044	0.689843
5.49779	0.647458	0.670144
5.5292	0.667214	0.649803
5.56062	0.686292	0.628842
5.59203	0.704675	0.607282
5.62345	0.722345	0.585144
5.65487	0.739285	0.56245
5.68628	0.75548	0.539225
5.7177	0.770914	0.515491
5.74911	0.785572	0.491272
5.78053	0.799441	0.466593
5.81195	0.812509	0.441477
5.84336	0.824762	0.415952
5.87478	0.836191	0.390041
5.90619	0.846783	0.363771
5.93761	0.85653	0.337169
5.96903	0.865423	0.31026
6.00044	0.873454	0.283072
6.03186	0.880616	0.255632
6.06327	0.886902	0.227966
6.09469	0.892308	0.200103
6.12611	0.896829	0.172071
6.15752	0.900461	0.143896
6.18894	0.903201	0.115607
6.22035	0.905048	0.0872323
6.25177	0.906001	0.0587994
6.28319	0.90606	0.0303365
6.3146	0.905226	0.0018718
6.34602	0.903499	-0.0265667
6.37743	0.900884	-0.054951
6.40885	0.897383	-0.0832531
6.44026	0.893	-0.111445
6.47168	0.887741	-0.1395
6.5031	0.881613	-0.167389
6.53451	0.874621	-0.195086
6.56593	0.866773	-0.222563
6.59734	0.858079	-0.249793
6.62876	0.848547	-0.27675
6.66018	0.838188	-0.303408
6.69159	0.827013	-0.329741
6.72301	0.815033	-0.355722
