0	1	2.66979
0.0314159	1	0
0.0628319	0.999013	-0.0314159
0.0942478	0.997039	-0.0628319
0.125664	0.994079	-0.0942168
0.15708	0.990135	-0.12554
0.188496	0.98521	-0.15677
0.219911	0.979308	-0.187876
0.251327	0.972433	-0.218827
0.282743	0.964592	-0.249593
0.314159	0.955791	-0.280143
0.345575	0.946038	-0.310446
0.376991	0.935342	-0.340473
0.408407	0.923712	-0.370194
0.439823	0.911159	-0.399579
0.471239	0.897694	-0.428598
0.502655	0.88333	-0.457223
0.534071	0.86808	-0.485425
0.565487	0.851958	-0.513175
0.596903	0.834979	-0.540447
0.628319	0.81716	-0.567212
0.659734	0.798516	-0.593443
0.69115	0.779066	-0.619115
0.722566	0.758828	-0.644201
0.753982	0.737821	-0.668677
0.785398	0.716065	-0.692516
0.816814	0.693581	-0.715695
0.84823	0.67039	-0.738191
0.879646	0.646514	-0.75998
0.911062	0.621977	-0.781041
0.942478	0.596802	-0.801352
0.973894	0.571013	-0.820892
1.00531	0.544635	-0.839641
1.03673	0.517693	-0.85758
1.06814	0.490214	-0.87469
1.09956	0.462224	-0.890954
1.13097	0.43375	-0.906355
1.16239	0.404819	-0.920876
1.19381	0.375461	-0.934503
1.22522	0.345703	-0.94722
1.25664	0.315575	-0.959016
1.28805	0.285105	-0.969876
1.31947	0.254324	-0.97979
1.35088	0.223262	-0.988747
1.3823	0.191949	-0.996737
1.41372	0.160415	-1.00375
1.44513	0.128692	-1.00978
1.47655	0.0968101	-1.01482
1.50796	0.0648015	-1.01886
1.53938	0.0326974	-1.02191
1.5708	0.000529361	-1.02394
1.60221	-0.031671	-1.02497
1.63363	-0.0638718	-1.02498
1.66504	-0.0960414	-1.02399
1.69646	-0.128148	-1.02198
1.72788	-0.16016	-1.01897
1.75929	-0.192045	-1.01494
1.79071	-0.223772	-1.00991
1.82212	-0.25531	-1.00388
1.85354	-0.286627	-0.996845
1.88496	-0.317692	-0.988825
1.91637	-0.348474	-0.97982
1.94779	-0.378942	-0.969839
1.9792	-0.409066	-0.958892
2.01062	-0.438817	-0.946987
2.04204	-0.468164	-0.934136
2.07345	-0.497077	-0.92035
2.10487	-0.525529	-0.905642
2.13628	-0.55349	-0.890026
2.1677	-0.580932	-0.873516
2.19911	-0.607828	-0.856128
2.23053	-0.634151	-0.837877
2.26195	-0.659874	-0.818782
2.29336	-0.684971	-0.798859
2.32478	-0.709416	-0.778129
2.35619	-0.733186	-0.75661
2.38761	-0.756255	-0.734323
2.41903	-0.778601	-0.711289
2.45044	-0.8002	-0.687531
2.48186	-0.821031	-0.66307
2.51327	-0.841073	-0.637931
2.54469	-0.860303	-0.612138
2.57611	-0.878704	-0.585714
2.60752	-0.896256	-0.558687
2.63894	-0.91294	-0.531082
2.67035	-0.92874	-0.502925
2.70177	-0.943639	-0.474244
2.73319	-0.957621	-0.445067
2.7646	-0.970672	-0.415422
